All-Words,end,filename,n-gram,start,classtype,PRE_DIST_VERB,POST_DIST_VERB,PRE_DIST_STOPWORD,POST_DIST_STOPWORD,PrecedingTitle,Apostrophe,PRE_DIST_FROM_THE,PRE_DIST_FROM_POSITION
Foreign Secretary Jack,280,./markedupfiles/208.txt,3,278,False,3,100,1,2,False,False,False,100
Secretary Jack Straw,281,./markedupfiles/208.txt,3,279,False,4,100,2,1,False,False,False,100
Tories National Insurance,7,./markedupfiles/022.txt,3,5,False,1,0,3,0,False,False,False,100
Mr Howard. Pointing,205,./markedupfiles/022.txt,3,203,False,1,0,4,0,True,False,False,100
Home Secretary Charles,289,./markedupfiles/022.txt,3,287,False,4,100,5,1,False,False,False,100
Secretary Charles Clarke,290,./markedupfiles/022.txt,3,288,False,5,100,3,0,False,False,False,100
European Union. Mr,316,./markedupfiles/022.txt,3,314,False,100,1,5,100,False,False,False,100
Union. Mr Blair,317,./markedupfiles/022.txt,3,315,False,100,0,2,3,False,False,False,100
EU. But Mr,413,./markedupfiles/022.txt,3,411,False,100,100,1,3,False,False,False,100
But Mr Blair,414,./markedupfiles/022.txt,3,412,False,100,100,2,2,False,False,False,100
- Kennedy Voters,6,./markedupfiles/036.txt,3,4,False,1,0,2,0,False,False,False,100
Charles Kennedy. In,30,./markedupfiles/036.txt,3,28,False,1,100,5,0,False,False,False,100
Britons. Mr Kennedy,90,./markedupfiles/036.txt,3,88,False,2,0,1,1,False,False,False,100
"Britain."" Profile David",407,./markedupfiles/036.txt,3,405,False,100,100,2,100,False,False,False,100
Profile David Miliband,2,./markedupfiles/037.txt,3,0,False,100,3,100,100,False,False,False,100
David Miliband David,3,./markedupfiles/037.txt,3,1,False,100,2,100,3,False,False,False,100
Miliband David Miliband's,4,./markedupfiles/037.txt,3,2,False,100,1,100,2,False,True,False,100
Chancellor Gordon Brown.,158,./markedupfiles/037.txt,3,156,False,1,1,1,1,False,False,False,100
Gordon Brown. Prior,159,./markedupfiles/037.txt,3,157,False,2,0,2,0,False,False,False,1
Mr Blair David,165,./markedupfiles/037.txt,3,163,False,3,1,1,3,True,False,False,100
Blair David Miliband,166,./markedupfiles/037.txt,3,164,False,4,0,2,2,False,False,False,100
Public Policy Research.,176,./markedupfiles/037.txt,3,174,False,100,2,1,1,False,False,False,100
Policy Research. He,177,./markedupfiles/037.txt,3,175,False,100,1,2,0,False,False,False,100
Social Justice. The,187,./markedupfiles/037.txt,3,185,False,100,1,1,1,False,False,False,100
Technology. E-University 'disgraceful,220,./markedupfiles/037.txt,3,218,False,100,100,1,100,False,False,False,100
Tel Aviv. In,29,./markedupfiles/209.txt,3,27,False,100,100,1,0,False,False,False,100
The Palestinian Authority,53,./markedupfiles/209.txt,3,51,False,4,1,3,1,False,False,False,100
Independent Mr Abbas,165,./markedupfiles/209.txt,3,163,False,100,100,4,100,False,False,False,100
British Prime Minister,228,./markedupfiles/209.txt,3,226,False,4,100,1,100,False,False,False,100
Prime Minister Tony,229,./markedupfiles/209.txt,3,227,False,5,3,2,3,False,False,False,100
Minister Tony Blair.,230,./markedupfiles/209.txt,3,228,False,100,2,3,2,False,False,False,100
Tony Blair. Also,231,./markedupfiles/209.txt,3,229,False,100,1,4,1,False,False,False,1
State Condoleezza Rice,241,./markedupfiles/209.txt,3,239,False,5,100,1,100,False,False,False,2
Condoleezza Rice UN,242,./markedupfiles/209.txt,3,240,False,100,100,2,100,False,False,False,3
Rice UN Secretary,243,./markedupfiles/209.txt,3,241,False,100,100,3,100,False,False,False,4
UN Secretary General,244,./markedupfiles/209.txt,3,242,False,100,100,4,100,False,False,False,5
Secretary General Kofi,245,./markedupfiles/209.txt,3,243,False,100,100,5,100,False,False,False,100
General Kofi Annan,246,./markedupfiles/209.txt,3,244,False,100,100,100,3,False,False,False,1
Kofi Annan World,247,./markedupfiles/209.txt,3,245,False,100,100,100,2,False,False,False,2
Annan World Bank,248,./markedupfiles/209.txt,3,246,False,100,100,100,1,False,False,False,3
The Lib Dems,8,./markedupfiles/235.txt,3,6,False,100,0,100,0,False,False,False,100
New Home Secretary,60,./markedupfiles/221.txt,3,58,False,100,2,3,3,False,False,False,100
Home Secretary Charles,61,./markedupfiles/221.txt,3,59,False,100,1,4,2,False,False,False,100
Secretary Charles Clarke,62,./markedupfiles/221.txt,3,60,False,100,0,5,1,False,False,False,100
David Heath. Mr,148,./markedupfiles/221.txt,3,146,False,100,1,100,2,False,False,False,100
Heath. Mr Heath,149,./markedupfiles/221.txt,3,147,False,100,0,100,1,False,False,False,100
"New Year. ""In",300,./markedupfiles/221.txt,3,298,False,100,3,1,0,False,False,False,100
Lord Bingham -,349,./markedupfiles/221.txt,3,347,False,100,100,4,0,True,False,False,100
Britons. Lord Nicholls,396,./markedupfiles/221.txt,3,394,False,100,100,1,0,False,False,False,100
United Nations Convention,127,./markedupfiles/237.txt,3,125,False,100,100,1,0,False,False,False,100
And Mr Kilroy-Silk,135,./markedupfiles/237.txt,3,133,False,100,0,2,1,False,False,False,100
Blair Lib Dem,6,./markedupfiles/223.txt,3,4,False,2,3,1,3,False,False,False,100
"Lib Dems ""what",42,./markedupfiles/223.txt,3,40,False,100,1,1,0,False,False,False,100
The Wright Stuff,70,./markedupfiles/223.txt,3,68,False,100,100,1,2,False,False,False,100
Tony Blair Michael,133,./markedupfiles/223.txt,3,131,False,100,3,1,1,False,False,False,3
Blair Michael Howard,134,./markedupfiles/223.txt,3,132,False,100,2,2,0,False,False,False,4
Italian Prime Minister,12,./markedupfiles/035.txt,3,10,False,1,100,2,2,False,False,False,100
Prime Minister Silvio,13,./markedupfiles/035.txt,3,11,False,2,100,3,1,False,False,False,100
Minister Silvio Berlusconi,14,./markedupfiles/035.txt,3,12,False,3,100,4,0,False,False,False,100
German Chancellor Gerhard,18,./markedupfiles/035.txt,3,16,False,100,1,1,1,False,False,False,4
Chancellor Gerhard Schroeder,19,./markedupfiles/035.txt,3,17,False,100,0,2,0,False,False,False,5
EU. The Downing,28,./markedupfiles/035.txt,3,26,False,100,100,1,3,False,False,False,100
The Downing Street,29,./markedupfiles/035.txt,3,27,False,100,100,2,2,False,False,False,100
World War I-era,136,./markedupfiles/035.txt,3,134,False,2,100,1,1,False,False,False,100
EU. But Mr,166,./markedupfiles/035.txt,3,164,False,100,100,1,1,False,False,False,100
But Mr Blair,167,./markedupfiles/035.txt,3,165,False,100,100,2,0,False,False,False,100
"European Councils. ""The",211,./markedupfiles/035.txt,3,209,False,100,100,1,2,False,False,False,100
Chancellor Gordon Brown's,10,./markedupfiles/021.txt,3,8,False,2,1,2,100,False,True,False,100
Edinburgh's Napier University,189,./markedupfiles/021.txt,3,187,False,100,1,1,0,False,False,False,100
"BBC News ""He",308,./markedupfiles/021.txt,3,306,False,1,0,4,2,False,False,False,100
National Audit Office,454,./markedupfiles/021.txt,3,452,False,2,0,5,0,False,False,False,100
MPs. Campbell E-mail,484,./markedupfiles/021.txt,3,482,False,1,100,100,100,False,False,False,100
"""demonising"" Mr Campbell.",109,./markedupfiles/009.txt,3,107,False,3,100,1,100,False,False,False,100
Mr Campbell. Mr,110,./markedupfiles/009.txt,3,108,False,4,100,2,3,True,False,False,100
Campbell. Mr Campbell,111,./markedupfiles/009.txt,3,109,False,5,100,3,2,False,False,False,100
Labour. Mr Campbell's,162,./markedupfiles/009.txt,3,160,False,100,2,1,1,False,True,False,100
Trevor Beattie TBWA's,178,./markedupfiles/009.txt,3,176,False,1,1,2,1,False,True,False,100
Andrew McFadyen. Realising,242,./markedupfiles/009.txt,3,240,False,3,100,3,0,False,False,False,100
"Mr P. ""Never",383,./markedupfiles/009.txt,3,381,False,100,0,3,1,True,False,False,100
Foreign Secretary Jack,446,./markedupfiles/009.txt,3,444,False,100,1,2,2,False,False,False,100
Secretary Jack Straw,447,./markedupfiles/009.txt,3,445,False,100,0,3,1,False,False,False,100
Liam Fox Tory,511,./markedupfiles/009.txt,3,509,False,100,1,2,2,False,False,False,100
Labour. Women MPs,531,./markedupfiles/009.txt,3,529,False,100,100,1,100,False,False,False,100
Labour's Yvette Cooper,47,./markedupfiles/008.txt,3,45,False,2,0,2,1,False,False,False,100
Professor Joni Lovenduski,91,./markedupfiles/008.txt,3,89,False,3,0,1,0,False,False,False,100
Former Liberal Democrat,179,./markedupfiles/008.txt,3,177,False,5,100,2,100,False,False,False,100
Liberal Democrat MP,180,./markedupfiles/008.txt,3,178,False,100,100,3,3,False,False,False,100
Democrat MP Jackie,181,./markedupfiles/008.txt,3,179,False,100,100,4,2,False,False,False,100
MP Jackie Ballard,182,./markedupfiles/008.txt,3,180,False,100,100,5,1,False,False,False,100
"""Betty"". ""When I",220,./markedupfiles/008.txt,3,218,False,100,3,2,2,False,False,False,100
"Betty'."" Harriet Harman",244,./markedupfiles/008.txt,3,242,True,100,0,1,2,False,False,False,100
Liberal Democrat Sarah,326,./markedupfiles/008.txt,3,324,False,100,100,3,1,False,False,False,100
Democrat Sarah Teather,327,./markedupfiles/008.txt,3,325,False,100,100,4,0,False,False,False,100
Prof Joni Lovenduski,372,./markedupfiles/008.txt,3,370,False,100,100,2,0,False,False,False,100
Margaret Moran MP,383,./markedupfiles/008.txt,3,381,False,100,100,1,0,False,False,False,100
Sir Mike Tomlinson,71,./markedupfiles/020.txt,3,69,True,100,1,3,0,True,False,False,100
Labour MP Barry,149,./markedupfiles/020.txt,3,147,False,2,3,5,100,False,False,False,100
MP Barry Sheerman.,150,./markedupfiles/020.txt,3,148,False,3,2,100,3,False,False,False,100
Barry Sheerman. His,151,./markedupfiles/020.txt,3,149,False,4,1,100,2,False,False,False,1
Times Educational Supplement.,190,./markedupfiles/020.txt,3,188,False,3,1,1,1,False,False,False,100
"Educational Supplement. ""It",191,./markedupfiles/020.txt,3,189,False,4,0,2,0,False,False,False,100
"""compromise"". The QCA",226,./markedupfiles/020.txt,3,224,False,1,0,1,1,False,False,False,100
Sir Anthony Greener.,261,./markedupfiles/020.txt,3,259,False,3,1,2,1,True,False,False,100
Anthony Greener. It,262,./markedupfiles/020.txt,3,260,False,4,0,3,0,False,False,False,100
Sir Mike Tomlinson's,498,./markedupfiles/020.txt,3,496,True,1,100,1,1,True,True,False,100
Professor Chris Woodhead,506,./markedupfiles/020.txt,3,504,False,100,1,4,0,False,False,False,100
The Conservative Party,521,./markedupfiles/020.txt,3,519,False,100,0,3,0,False,False,False,100
Home Secretary Charles,58,./markedupfiles/034.txt,3,56,False,5,1,2,3,False,False,False,100
Secretary Charles Clarke,59,./markedupfiles/034.txt,3,57,False,100,0,3,2,False,False,False,100
Metropolitan Police Commissioner,73,./markedupfiles/034.txt,3,71,False,4,100,2,100,False,False,False,100
Police Commissioner Sir,74,./markedupfiles/034.txt,3,72,False,5,100,3,100,False,False,False,100
Commissioner Sir John,75,./markedupfiles/034.txt,3,73,False,100,100,4,100,False,False,False,100
Sir John Stevens,76,./markedupfiles/034.txt,3,74,True,100,100,5,3,True,False,False,100
Crown Prosecution Service,110,./markedupfiles/034.txt,3,108,False,4,0,1,1,False,False,False,100
On Thursday Mr,172,./markedupfiles/034.txt,3,170,False,3,1,3,100,False,False,False,100
Thursday Mr Howard,173,./markedupfiles/034.txt,3,171,False,4,0,4,100,False,False,False,100
Mr Clarke. He,325,./markedupfiles/034.txt,3,323,False,1,3,3,3,True,False,False,100
Sir John Stevens,345,./markedupfiles/034.txt,3,343,True,1,0,2,0,True,False,False,100
Mr Clarke. The,367,./markedupfiles/034.txt,3,365,False,100,100,3,1,True,False,False,100
Tory MP Patrick,416,./markedupfiles/034.txt,3,414,False,5,100,2,100,False,False,False,100
MP Patrick Mercer's,417,./markedupfiles/034.txt,3,415,False,100,3,3,3,False,True,False,100
Voters 'reject EU,2,./markedupfiles/222.txt,3,0,False,100,2,100,0,False,False,False,100
The Daily Telegraph,34,./markedupfiles/222.txt,3,32,False,3,100,2,2,False,False,False,100
"European Union?"" The",155,./markedupfiles/222.txt,3,153,False,100,3,1,2,False,False,False,100
Foreign Secretary Jack,248,./markedupfiles/222.txt,3,246,False,1,3,3,1,False,False,False,100
Secretary Jack Straw,249,./markedupfiles/222.txt,3,247,False,2,2,4,0,False,False,False,100
Veteran Labour MP,7,./markedupfiles/236.txt,3,5,False,2,100,1,0,False,False,False,100
"Tony Blair's ""cabinet",55,./markedupfiles/236.txt,3,53,False,1,2,2,2,False,False,False,100
Labour's Mr Livingstone,76,./markedupfiles/232.txt,3,74,False,3,100,2,0,False,False,False,100
Racial Equality. Speaking,100,./markedupfiles/232.txt,3,98,False,100,3,1,0,False,False,False,100
London Assembly Conservatives,113,./markedupfiles/232.txt,3,111,False,100,2,1,2,False,False,False,100
On Sunday Deputy,143,./markedupfiles/232.txt,3,141,False,4,3,2,100,False,False,False,100
Sunday Deputy Mayor,144,./markedupfiles/232.txt,3,142,False,5,2,3,3,False,False,False,100
Deputy Mayor Nicky,145,./markedupfiles/232.txt,3,143,False,100,1,4,2,False,False,False,100
Mayor Nicky Gavron,146,./markedupfiles/232.txt,3,144,False,100,0,5,1,False,False,False,1
BBC's Politics Show,151,./markedupfiles/232.txt,3,149,False,2,100,1,0,False,False,False,100
The Prime Minister,171,./markedupfiles/232.txt,3,169,False,100,2,4,2,False,False,False,100
Prime Minister Tony,172,./markedupfiles/232.txt,3,170,False,100,1,5,1,False,False,False,100
Minister Tony Blair,173,./markedupfiles/232.txt,3,171,False,100,0,100,0,False,False,False,100
MP Chris Smith.,212,./markedupfiles/232.txt,3,210,False,2,2,1,3,False,False,False,100
Chris Smith. Ms,213,./markedupfiles/232.txt,3,211,False,3,1,2,2,False,False,False,1
Smith. Ms Gavron,214,./markedupfiles/232.txt,3,212,False,4,0,3,1,False,False,False,2
The Liberal Democrats,262,./markedupfiles/226.txt,3,260,False,5,0,3,0,False,False,False,100
Foreign Secretary Jack,7,./markedupfiles/018.txt,3,5,False,1,1,4,1,False,False,False,100
Secretary Jack Straw,8,./markedupfiles/018.txt,3,6,False,2,0,5,0,False,False,False,100
National Holocaust Memorial,40,./markedupfiles/018.txt,3,38,False,100,100,1,1,False,False,False,100
Holocaust Memorial Day,41,./markedupfiles/018.txt,3,39,False,100,100,2,0,False,False,False,100
Auschwitz. The Tories,58,./markedupfiles/018.txt,3,56,False,3,0,1,1,False,False,False,100
Shadow Foreign Secretary,82,./markedupfiles/018.txt,3,80,False,4,100,3,100,False,False,False,100
Foreign Secretary Michael,83,./markedupfiles/018.txt,3,81,False,5,100,4,3,False,False,False,100
Secretary Michael Ancram,84,./markedupfiles/018.txt,3,82,False,100,100,5,2,False,False,False,100
Westminster Hall London.,150,./markedupfiles/018.txt,3,148,False,2,2,1,2,False,False,False,100
Hall London. The,151,./markedupfiles/018.txt,3,149,False,3,1,2,1,False,False,False,100
London. The Queen,152,./markedupfiles/018.txt,3,150,False,4,0,3,0,False,False,False,100
St James's Palace.,164,./markedupfiles/018.txt,3,162,False,100,100,1,1,False,False,False,100
James's Palace. Altogether,165,./markedupfiles/018.txt,3,163,False,100,100,2,0,False,False,False,100
Holocaust. The Queen's,177,./markedupfiles/018.txt,3,175,False,100,100,1,100,False,True,False,100
Rabbi Marvin Hier,246,./markedupfiles/018.txt,3,244,False,2,100,2,1,False,False,False,100
Simon Wiesenthal Center,256,./markedupfiles/018.txt,3,254,False,100,100,1,100,False,False,False,100
Education Secretary Ruth,18,./markedupfiles/030.txt,3,16,False,3,3,1,100,False,False,False,100
Secretary Ruth Kelly.,19,./markedupfiles/030.txt,3,17,False,4,2,2,3,False,False,False,100
Ruth Kelly. Serial,20,./markedupfiles/030.txt,3,18,False,5,1,3,2,False,False,False,1
Behaviour Improvement Programme.,221,./markedupfiles/030.txt,3,219,False,5,1,2,1,False,False,False,100
Improvement Programme. This,222,./markedupfiles/030.txt,3,220,False,100,0,3,0,False,False,False,100
Chancellor Gordon Brown,8,./markedupfiles/024.txt,3,6,False,1,0,3,0,False,False,False,100
Africa. Mr Brown's,23,./markedupfiles/024.txt,3,21,False,1,0,1,1,False,True,False,100
Cape Town. At,74,./markedupfiles/024.txt,3,72,False,100,100,1,1,False,False,False,100
Olympic Primary School,93,./markedupfiles/024.txt,3,91,False,5,100,1,100,False,False,False,100
Primary School Mr,94,./markedupfiles/024.txt,3,92,False,100,3,2,3,False,False,False,100
School Mr Brown,95,./markedupfiles/024.txt,3,93,False,100,2,3,2,False,False,False,100
World War Two.,220,./markedupfiles/024.txt,3,218,False,4,1,1,100,False,False,False,100
War Two. The,221,./markedupfiles/024.txt,3,219,False,5,0,2,3,False,False,False,100
Mr Hain Leader,86,./markedupfiles/408.txt,3,84,False,5,3,100,0,True,False,False,100
BBC Radio Four's,93,./markedupfiles/408.txt,3,91,False,1,100,3,2,False,True,False,5
Radio Four's Today,94,./markedupfiles/408.txt,3,92,False,2,100,4,1,False,False,False,100
Environment Secretary Margaret,199,./markedupfiles/408.txt,3,197,False,2,100,4,100,False,False,False,100
Secretary Margaret Beckett,200,./markedupfiles/408.txt,3,198,False,3,100,5,100,False,False,False,100
Prime Minister Tony,260,./markedupfiles/409.txt,3,258,False,100,1,3,2,False,False,False,100
Minister Tony Blair's,261,./markedupfiles/409.txt,3,259,False,100,0,4,1,False,True,False,100
Sir Andrew Green,78,./markedupfiles/025.txt,3,76,True,100,100,100,1,True,False,False,100
"France."" Ms Roche",149,./markedupfiles/025.txt,3,147,False,100,100,1,2,False,False,False,100
Ms Roche Labour,150,./markedupfiles/025.txt,3,148,False,100,100,2,1,True,False,False,100
Roche Labour MP,151,./markedupfiles/025.txt,3,149,False,100,100,3,0,False,False,False,100
The Home Office,72,./markedupfiles/031.txt,3,70,False,100,0,3,0,False,False,False,100
Alcohol Focus Scotland,38,./markedupfiles/019.txt,3,36,False,100,0,1,100,False,False,False,100
Scottish National Party,114,./markedupfiles/019.txt,3,112,False,5,100,1,0,False,False,False,100
"""perhaps Mr McConnell",207,./markedupfiles/019.txt,3,205,False,100,0,1,100,False,False,False,100
Alcohol Focus Scotland,278,./markedupfiles/019.txt,3,276,False,100,2,3,2,False,False,False,100
"""Here Mr McConnell",442,./markedupfiles/019.txt,3,440,False,4,0,5,0,False,False,False,100
The Scottish National,498,./markedupfiles/019.txt,3,496,False,4,100,2,100,False,False,False,100
Scottish National Party's,499,./markedupfiles/019.txt,3,497,False,5,100,3,100,False,True,False,100
National Party's Holyrood,500,./markedupfiles/019.txt,3,498,False,100,3,4,100,False,False,False,100
