All-Words,end,filename,n-gram,start,classtype,PRE_DIST_VERB,POST_DIST_VERB,PRE_DIST_STOPWORD,POST_DIST_STOPWORD,PrecedingTitle,Apostrophe,PRE_DIST_FROM_THE,PRE_DIST_FROM_POSITION,NEGATIVE_FEATURE,POSITIVE_FEATURE,Surrounding_Caps
Geoff Hoon,85,./markedupfiles/245.txt,2,84,False,5,100,3,0,False,False,False,1,False,False,True
Prime Minister,88,./markedupfiles/245.txt,2,87,False,100,3,1,3,False,False,False,4,False,False,False
Minister Tony,89,./markedupfiles/245.txt,2,88,False,100,2,2,2,False,False,False,5,False,False,True
Tony Blair,90,./markedupfiles/245.txt,2,89,True,100,1,3,1,False,False,False,1,False,False,True
Black Watch,121,./markedupfiles/245.txt,2,120,False,100,100,4,0,False,False,False,100,False,False,False
Scottish Borderers,126,./markedupfiles/245.txt,2,125,False,100,100,3,0,False,False,False,100,False,False,True
Royal Scots,129,./markedupfiles/245.txt,2,128,False,100,100,1,0,False,False,False,100,False,False,False
Royal Highland,132,./markedupfiles/245.txt,2,131,False,100,100,4,1,False,False,False,100,False,False,True
Highland Fusiliers,133,./markedupfiles/245.txt,2,132,False,100,100,5,0,False,False,False,100,False,False,True
Sutherland Highlanders,139,./markedupfiles/245.txt,2,138,False,100,100,4,2,False,False,False,100,False,False,True
Scottish Colonels,146,./markedupfiles/245.txt,2,145,False,100,0,1,1,False,False,False,100,False,False,False
Royal Scots,153,./markedupfiles/245.txt,2,152,False,5,100,4,0,False,False,False,100,False,False,False
Scottish Borderers,159,./markedupfiles/245.txt,2,158,False,100,100,3,0,False,False,False,100,False,False,True
Black Watch,214,./markedupfiles/245.txt,2,213,False,4,0,1,0,False,False,False,100,False,False,False
Scottish Regiments,227,./markedupfiles/245.txt,2,226,False,2,1,1,1,False,False,False,100,False,False,False
Army Board,249,./markedupfiles/245.txt,2,248,False,100,100,2,1,False,False,False,100,False,False,False
Army Board,259,./markedupfiles/245.txt,2,258,False,100,0,1,0,False,False,False,100,False,False,False
Labour MP,370,./markedupfiles/245.txt,2,369,False,3,3,1,2,False,False,False,100,False,True,False
MP Eric,371,./markedupfiles/245.txt,2,370,False,4,2,2,1,False,False,False,100,False,True,True
Eric Joyce,372,./markedupfiles/245.txt,2,371,True,5,1,3,0,False,False,False,1,False,True,True
Mr Blair,410,./markedupfiles/245.txt,2,409,True,100,0,4,1,True,False,False,100,True,False,False
- TUC,5,./markedupfiles/084.txt,2,4,False,3,0,100,1,False,False,False,100,False,False,True
TUC Plans,6,./markedupfiles/084.txt,2,5,False,4,0,100,0,False,False,False,100,False,False,False
Commercial Services,34,./markedupfiles/084.txt,2,33,False,100,2,1,2,False,False,False,100,True,False,False
Brendan Barber,72,./markedupfiles/084.txt,2,71,True,100,3,5,1,False,False,False,2,False,False,False
Mr Barber,94,./markedupfiles/084.txt,2,93,True,1,100,4,2,True,False,False,100,False,False,False
Barber Public,95,./markedupfiles/084.txt,2,94,False,2,100,5,1,False,False,False,100,False,False,False
Next Fridays,151,./markedupfiles/084.txt,2,150,False,5,0,2,2,False,False,False,100,False,False,False
Downing Street,28,./markedupfiles/053.txt,2,27,False,3,100,5,100,False,False,False,100,True,False,False
Street Viktor,29,./markedupfiles/053.txt,2,28,False,4,100,100,3,False,False,False,100,False,False,True
Viktor Makarov,30,./markedupfiles/053.txt,2,29,True,5,3,100,2,False,False,False,100,False,False,True
Mr Makarov,113,./markedupfiles/053.txt,2,112,True,3,0,2,1,True,False,False,100,False,False,False
BBCs Newsnight,117,./markedupfiles/053.txt,2,116,False,2,3,1,100,False,False,False,100,False,False,False
Oleg Gordievsky,139,./markedupfiles/053.txt,2,138,True,5,100,2,0,False,False,False,100,False,False,False
Mr Makarovs,175,./markedupfiles/053.txt,2,174,True,100,100,1,1,True,False,False,100,True,False,False
Mr Makarovs,204,./markedupfiles/053.txt,2,203,True,100,1,5,1,True,False,False,100,False,False,True
David Kahn,211,./markedupfiles/053.txt,2,210,True,3,100,1,1,False,False,False,100,False,False,False
Kahn -,212,./markedupfiles/053.txt,2,211,False,4,100,2,0,False,False,False,100,False,False,False
United Kingdom,241,./markedupfiles/053.txt,2,240,False,100,100,4,0,False,False,False,100,False,False,False
Victor Makarov,261,./markedupfiles/053.txt,2,260,True,4,100,1,2,False,False,False,100,False,False,False
Mr Kahn,276,./markedupfiles/053.txt,2,275,True,5,100,2,100,True,False,False,100,True,False,False
Mr Makarov,279,./markedupfiles/053.txt,2,278,True,100,100,5,1,True,False,False,100,False,False,False
Vladimir Putin,301,./markedupfiles/053.txt,2,300,True,1,100,1,3,False,False,False,100,True,False,True
Scotland However,25,./markedupfiles/047.txt,2,24,False,3,100,1,100,False,False,False,100,True,False,True
However Lifelong,26,./markedupfiles/047.txt,2,25,False,4,100,2,100,False,False,False,100,True,False,True
Lifelong Learning,27,./markedupfiles/047.txt,2,26,False,5,3,3,100,False,False,False,100,True,False,True
Learning Minister,28,./markedupfiles/047.txt,2,27,False,100,2,4,3,False,False,False,100,True,False,True
Minister Jim,29,./markedupfiles/047.txt,2,28,False,100,1,5,2,False,False,False,100,True,False,True
Jim Wallace,30,./markedupfiles/047.txt,2,29,True,100,0,100,1,False,False,False,1,False,False,True
Mr Wallace,92,./markedupfiles/047.txt,2,91,True,100,0,100,2,True,False,False,100,False,False,False
Ucas Universities,165,./markedupfiles/047.txt,2,164,False,1,100,3,1,False,False,False,100,True,False,True
Universities Scotland,166,./markedupfiles/047.txt,2,165,False,2,100,4,0,False,False,False,100,False,False,True
Director David,187,./markedupfiles/047.txt,2,186,False,2,1,3,2,False,False,False,100,False,False,True
David Caldwell,188,./markedupfiles/047.txt,2,187,True,3,0,4,1,False,False,False,100,False,False,True
BBC Radio,219,./markedupfiles/047.txt,2,218,False,1,100,5,100,False,False,False,100,True,False,True
Radio Scotlands,220,./markedupfiles/047.txt,2,219,False,2,100,100,100,False,False,False,100,False,False,True
Scotlands Good,221,./markedupfiles/047.txt,2,220,False,3,100,100,100,False,False,False,100,False,False,True
Good Morning,222,./markedupfiles/047.txt,2,221,False,4,3,100,100,False,False,False,100,False,False,True
Morning Scotland,223,./markedupfiles/047.txt,2,222,False,5,2,100,100,False,False,False,100,False,False,True
Mr Wallace,322,./markedupfiles/047.txt,2,321,True,100,2,4,1,True,False,False,100,False,False,False
Mr Wallace,383,./markedupfiles/047.txt,2,382,True,5,100,2,3,True,False,False,100,False,False,False
Blunkett Sheffield,3,./markedupfiles/046.txt,2,2,False,100,0,1,3,False,False,False,100,False,False,False
Tony Blair,6,./markedupfiles/046.txt,2,5,True,1,0,4,0,False,False,False,100,False,False,False
Home Secretary,11,./markedupfiles/046.txt,2,10,False,2,100,2,2,False,False,False,100,False,False,False
Secretary David,12,./markedupfiles/046.txt,2,11,False,3,3,3,1,False,False,False,100,False,False,True
David Blunkett,13,./markedupfiles/046.txt,2,12,True,4,2,4,0,False,False,False,1,False,False,True
Thursday Mr,21,./markedupfiles/046.txt,2,20,False,3,1,1,2,False,False,False,100,True,False,True
Mr Blunketts,22,./markedupfiles/046.txt,2,21,True,4,0,2,1,True,False,False,100,True,False,True
Kimberly Quinn,52,./markedupfiles/046.txt,2,51,True,1,100,2,100,False,False,False,100,True,False,False
Mrs Quinns,67,./markedupfiles/046.txt,2,66,True,100,2,1,1,True,False,False,100,False,False,False
Mr Blair,83,./markedupfiles/046.txt,2,82,True,4,100,1,2,True,False,False,100,True,False,True
Prime Ministers,88,./markedupfiles/046.txt,2,87,False,100,100,1,100,False,False,False,100,False,False,True
Ministers Questions,89,./markedupfiles/046.txt,2,88,False,100,100,2,100,False,False,False,100,False,False,True
Questions Tory,90,./markedupfiles/046.txt,2,89,False,100,3,3,100,False,False,False,100,False,False,True
Michael Howard,93,./markedupfiles/046.txt,2,92,True,100,0,100,1,False,False,False,100,False,False,False
Mr Blunkett,101,./markedupfiles/046.txt,2,100,True,100,0,2,0,True,False,False,100,True,False,False
Mr Howard,131,./markedupfiles/046.txt,2,130,True,100,0,4,3,True,False,False,100,False,False,False
Mr Blunkett,134,./markedupfiles/046.txt,2,133,True,1,0,100,0,True,False,False,100,False,False,False
Home Office,150,./markedupfiles/046.txt,2,149,False,4,100,1,0,False,False,False,100,True,False,False
Jack Straw,153,./markedupfiles/046.txt,2,152,True,100,100,1,0,False,False,False,100,True,False,False
Mr Blair,219,./markedupfiles/046.txt,2,218,True,3,100,2,3,True,False,False,100,True,False,False
Mrs Quinn,257,./markedupfiles/046.txt,2,256,True,1,1,1,0,True,False,False,100,False,False,False
Sir Philip,305,./markedupfiles/046.txt,2,304,False,100,1,4,1,True,False,False,100,False,False,True
Philip Mawer,306,./markedupfiles/046.txt,2,305,False,100,0,5,0,False,False,False,100,False,False,False
Commons Standards,312,./markedupfiles/046.txt,2,311,False,2,100,1,0,False,False,False,100,False,False,False
Privileges Committee,315,./markedupfiles/046.txt,2,314,False,5,100,1,0,False,False,False,100,False,False,False
Mr Blunkett,340,./markedupfiles/046.txt,2,339,True,2,1,1,0,True,False,False,100,False,False,True
Sir Alan,349,./markedupfiles/046.txt,2,348,False,100,1,4,1,True,False,False,100,False,False,True
Alan Budd,350,./markedupfiles/046.txt,2,349,False,100,0,5,0,False,False,False,100,False,False,False
Mrs Quinns,363,./markedupfiles/046.txt,2,362,True,2,3,1,3,True,False,False,100,True,False,False
Leoncia Casalme,366,./markedupfiles/046.txt,2,365,True,5,0,4,0,False,False,False,100,False,False,False
UK Last,372,./markedupfiles/046.txt,2,371,False,3,3,1,100,False,False,False,100,True,False,False
Mr Blunkett,375,./markedupfiles/046.txt,2,374,True,2,0,4,1,True,False,False,100,True,False,False
High Court,383,./markedupfiles/046.txt,2,382,False,100,0,1,1,False,False,False,100,True,False,False
Mrs Quinn,387,./markedupfiles/046.txt,2,386,True,2,2,1,0,True,False,False,100,True,False,False
Mr Blunkett,394,./markedupfiles/046.txt,2,393,True,3,1,2,1,True,False,False,100,False,False,False
High Court,411,./markedupfiles/046.txt,2,410,False,5,0,1,0,False,False,False,100,False,False,False
Downing Street,429,./markedupfiles/046.txt,2,428,False,100,0,2,0,False,False,False,100,True,False,False
Mr Blairs,433,./markedupfiles/046.txt,2,432,True,2,0,2,1,True,False,False,100,False,False,False
Amitai Etzioni,33,./markedupfiles/052.txt,2,32,True,4,2,3,0,False,False,False,100,True,False,False
New Labour,39,./markedupfiles/052.txt,2,38,False,2,1,1,2,False,False,False,100,True,False,False
Professor Etzioni,86,./markedupfiles/052.txt,2,85,False,100,0,3,0,False,False,False,100,True,False,False
President Carters,93,./markedupfiles/052.txt,2,92,False,1,3,1,2,False,False,False,100,True,False,True
Carters White,94,./markedupfiles/052.txt,2,93,False,2,2,2,1,False,False,False,1,True,False,True
White House,95,./markedupfiles/052.txt,2,94,False,3,1,3,0,False,False,False,2,False,False,False
Blairite Third,109,./markedupfiles/052.txt,2,108,False,4,100,1,3,False,False,False,100,False,False,True
Third Way,110,./markedupfiles/052.txt,2,109,False,5,3,2,2,False,False,False,100,False,False,True
Foreign Policy,118,./markedupfiles/052.txt,2,117,False,3,1,1,3,False,False,False,100,True,False,True
Policy Centre,119,./markedupfiles/052.txt,2,118,False,4,0,2,2,False,False,False,100,True,False,True
Prof Etzioni,214,./markedupfiles/052.txt,2,213,False,100,100,3,100,False,False,False,100,False,False,False
North Korea,226,./markedupfiles/052.txt,2,225,False,100,100,1,0,False,False,False,100,False,False,False
Abdul Qadeer,285,./markedupfiles/052.txt,2,284,False,100,100,4,100,False,False,False,100,False,False,True
Qadeer Khan,286,./markedupfiles/052.txt,2,285,False,100,100,5,100,False,False,False,100,False,False,True
Prof Etzioni,292,./markedupfiles/052.txt,2,291,False,100,100,100,1,False,False,False,100,False,False,False
Osama Bin,312,./markedupfiles/052.txt,2,311,False,100,2,2,2,False,False,False,100,True,False,True
Bin Laden,313,./markedupfiles/052.txt,2,312,False,100,1,3,1,False,False,False,100,True,False,False
- Upgrading,332,./markedupfiles/052.txt,2,331,False,5,100,2,1,False,False,False,100,False,False,False
- Creating,343,./markedupfiles/052.txt,2,342,False,100,100,3,0,False,False,False,100,True,False,False
Global Safety,347,./markedupfiles/052.txt,2,346,False,100,1,2,1,False,False,False,100,True,False,True
Safety Authority,348,./markedupfiles/052.txt,2,347,False,100,0,3,0,False,False,False,100,True,False,True
September -,364,./markedupfiles/052.txt,2,363,False,3,100,2,1,False,False,False,100,True,False,False
United Nations,369,./markedupfiles/052.txt,2,368,False,100,100,1,100,False,False,False,100,False,False,False
- Encouraging,372,./markedupfiles/052.txt,2,371,False,100,100,4,1,False,False,False,100,False,False,False
- Compelling,414,./markedupfiles/052.txt,2,413,False,5,100,2,1,False,False,False,100,False,False,False
Essential Guide,33,./markedupfiles/085.txt,2,32,False,2,0,3,0,False,False,False,100,True,False,False
British Quangos,36,./markedupfiles/085.txt,2,35,False,1,100,1,100,False,False,False,100,False,False,False
Dan Lewis,40,./markedupfiles/085.txt,2,39,True,5,0,5,1,False,False,False,100,False,False,False
Lib Dems,81,./markedupfiles/085.txt,2,80,False,100,2,1,1,False,False,False,100,False,False,False
John Redwood,95,./markedupfiles/085.txt,2,94,True,100,2,100,100,False,False,False,100,False,False,False
Lib Dem,133,./markedupfiles/085.txt,2,132,False,100,100,3,100,False,False,False,100,False,False,False
Ed Davey,136,./markedupfiles/085.txt,2,135,True,100,1,100,3,False,False,False,100,False,False,False
New Labour,146,./markedupfiles/085.txt,2,145,False,100,0,5,0,False,False,False,100,False,False,False
Liberal Democrats,172,./markedupfiles/085.txt,2,171,False,2,0,2,100,False,False,False,100,False,False,False
Gershon Report,199,./markedupfiles/085.txt,2,198,False,5,3,100,0,False,False,False,100,False,False,False
Mr Lewis,211,./markedupfiles/085.txt,2,210,True,100,100,3,1,True,False,False,100,False,False,False
British Potato,273,./markedupfiles/085.txt,2,272,False,2,100,1,1,False,False,False,100,False,False,True
Potato Council,274,./markedupfiles/085.txt,2,273,False,3,100,2,0,False,False,False,100,False,False,True
Milk Development,277,./markedupfiles/085.txt,2,276,False,100,100,5,1,False,False,False,100,False,False,True
Development Council,278,./markedupfiles/085.txt,2,277,False,100,100,2,0,False,False,False,100,False,False,True
Energy Savings,281,./markedupfiles/085.txt,2,280,False,100,100,5,100,False,False,False,100,False,False,True
Savings Trust,282,./markedupfiles/085.txt,2,281,False,100,100,2,3,False,False,False,100,False,False,True
Trust Agricultural,283,./markedupfiles/085.txt,2,282,False,100,100,3,2,False,False,False,100,False,False,True
Agricultural Wages,284,./markedupfiles/085.txt,2,283,False,100,100,4,1,False,False,False,100,False,False,True
Wages Committees,285,./markedupfiles/085.txt,2,284,False,100,100,5,0,False,False,False,100,False,False,True
Wine Standards,288,./markedupfiles/085.txt,2,287,False,100,100,1,1,False,False,False,100,False,False,True
Standards Board,289,./markedupfiles/085.txt,2,288,False,100,100,2,0,False,False,False,100,False,False,True
Westminster Foundation,292,./markedupfiles/085.txt,2,291,False,100,100,5,0,False,False,False,100,False,False,False
Football Licensing,297,./markedupfiles/085.txt,2,296,False,100,100,1,2,False,False,False,100,False,False,True
Licensing Authority,298,./markedupfiles/085.txt,2,297,False,100,100,2,1,False,False,False,100,False,False,True
Authority Investors,299,./markedupfiles/085.txt,2,298,False,100,100,3,0,False,False,False,100,False,False,True
People UK,302,./markedupfiles/085.txt,2,301,False,100,100,1,0,False,False,False,100,True,False,False
Social Research,308,./markedupfiles/085.txt,2,307,False,100,100,4,100,False,False,False,100,False,False,True
Research Council,309,./markedupfiles/085.txt,2,308,False,100,100,5,3,False,False,False,100,False,False,True
Council Mr,310,./markedupfiles/085.txt,2,309,False,100,100,3,2,False,False,False,100,False,False,True
Mr Lewis,311,./markedupfiles/085.txt,2,310,False,100,100,4,1,True,False,False,100,False,False,True
Potato Council,319,./markedupfiles/085.txt,2,318,False,100,0,5,1,False,False,False,100,False,False,False
Energy Savings,341,./markedupfiles/085.txt,2,340,False,4,100,1,1,False,False,False,100,True,False,True
Savings Trust,342,./markedupfiles/085.txt,2,341,False,5,100,2,0,False,False,False,100,True,False,True
Agricultural Wages,370,./markedupfiles/085.txt,2,369,False,3,2,1,1,False,False,False,100,False,False,True
Wages Committees,371,./markedupfiles/085.txt,2,370,False,4,1,2,0,False,False,False,100,False,False,True
Wayne Rooney,409,./markedupfiles/085.txt,2,408,True,3,1,1,0,False,False,False,100,False,False,False
Football Licensing,428,./markedupfiles/085.txt,2,427,False,3,1,1,1,False,False,False,100,False,False,True
Licensing Authority,429,./markedupfiles/085.txt,2,428,False,4,0,2,0,False,False,False,100,False,False,True
Mr Lewis,439,./markedupfiles/085.txt,2,438,True,100,2,2,1,True,False,False,100,True,False,False
Government Unit,450,./markedupfiles/085.txt,2,449,False,100,100,1,1,False,False,False,100,True,False,False
Unit -,451,./markedupfiles/085.txt,2,450,False,100,100,2,0,False,False,False,100,True,False,True
Economic Research,463,./markedupfiles/085.txt,2,462,False,3,100,1,1,False,False,False,100,False,False,True
Research Council,464,./markedupfiles/085.txt,2,463,False,4,100,2,0,False,False,False,100,False,False,True
Policy Studies,470,./markedupfiles/085.txt,2,469,False,100,1,1,2,False,False,False,100,False,False,True
