,3.5mm jack,Battery ,GPS Support,GPU,Internal Storage,Card slot,NFC,Name,OS,Price,Primary Camera,Clock Speed,SIM,Secondary Camera,Sensors,Weight,Resolution
2876,,,,,,,,Wellcare Smart Watch Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Golden Smartwatch Golden Smartwatch,Android,"‚¹1,099",2.77 MP,,,,,73.8 g,
2877,,,,,,,,"888 Silver Bluetooth Smart Notification Smartwatch Memory Slot,sim Slot Smartwatch",Android,"‚¹1,048",0.3 MP,,,,,,
2878,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2879,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2880,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2881,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2882,,,,,,,,OCEAN I DZ09-284 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,"Android, iOS, Windows",‚¹999,2 MP,,,,,,
2883,,,,,,,,OCEAN I DZ09-173 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,"Android, iOS, Windows",‚¹999,2 MP,,,,,,
2884,,,,,,,,OCEAN I DZ09-98 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Brown Smartwatch,"Android, iOS, Windows",‚¹999,2 MP,,,,,,
2885,,,,,,,,Techno Frost DZ Silver Smartwatch,Android,"‚¹1,158",0.3 MP,,,,,,
2886,,,,,,,,OCEAN I DZ09-377 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,"Android, iOS, Windows",‚¹999,2 MP,,,,,,
2887,,,,,,,,OCEAN I DZ09-104 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Brown Smartwatch,"Android, iOS, Windows",‚¹999,2 MP,,,,,,
2888,,,,,,,,OCEAN I DZ09-61 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Brown Smartwatch,"Android, iOS, Windows",‚¹999,2 MP,,,,,,
2889,,,,,,,,EON GT08 Smartwatch,Android,"‚¹1,099",,,,,,100 g,
2890,,,,,,,,Wokit GT08-401 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,"Android, iOS, Windows","‚¹1,299",2 MP,,,,,,
2891,,,,,,,,Techno Frost DZ Brown Smartwatch,Android,"‚¹1,155",0.3 MP,,,,,,
2892,,,,,,,,CREATION4U C4U-DZ-430 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2893,,,,,,,,TECHNO FROST Techno GT Smartwatch Multi Smartwatch,Android,"‚¹1,299",1.9 MP,,,,,75 g,
2894,,,,,,,,OCEAN I DZ09-150 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,"Android, iOS, Windows",‚¹999,2 MP,,,,,,
2895,,,,,,,,CREATION4U C4U-DZ-110 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Gold Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2896,,,,,,,,CREATION4U C4U-DZ-127 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2897,,,,,,,,Wokit DZ09-31 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,"Android, iOS, Windows","‚¹1,099",2 MP,,,,,,
2898,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2899,,,,,,,,OCEAN I DZ09-427 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,"Android, iOS, Windows",‚¹999,2 MP,,,,,,
2900,,,,,,,,OCEAN I DZ09-320 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Brown Smartwatch,"Android, iOS, Windows",‚¹999,2 MP,,,,,,
2901,,,,,,,,OCEAN I DZ09-23 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,"Android, iOS, Windows",‚¹999,2 MP,,,,,,
2902,,,,,,,,OCEAN I DZ09-38 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,"Android, iOS, Windows",‚¹999,2 MP,,,,,,
2903,,,,,,,,OCEAN I DZ09-173 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Brown Smartwatch,"Android, iOS, Windows",‚¹999,2 MP,,,,,,
2904,,,,,,,,OCEAN I DZ09-167 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,"Android, iOS, Windows",‚¹999,2 MP,,,,,,
2905,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Google Nexus 7 Silver Smartwatch,Android,"‚¹2,349",,,,,,,
2906,,,,,,,,CREATION4U C4U-DZ-110 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Gold Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2907,,,,,,,,OCEAN I DZ09-293 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,"Android, iOS, Windows",‚¹999,2 MP,,,,,,
2908,,,,,,,,Eleganz DZ09-55 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Brown Smartwatch,"Android, iOS, Windows","‚¹1,099",2 MP,,,,,,
2909,,,,,,,,OCEAN I DZ09-173 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Brown Smartwatch,"Android, iOS, Windows",‚¹999,2 MP,,,,,,
2910,,,,,,,,CREATION4U C4U-DZ-164 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2911,,,,,,,,OCEAN I DZ09-429 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Brown Smartwatch,"Android, iOS, Windows",‚¹999,2 MP,,,,,,
2912,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2913,,,,,,,,Wokit DZ09-65 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,"Android, iOS, Windows","‚¹1,099",2 MP,,,,,,
2914,,,,,,,,OCEAN I DZ09-126 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,"Android, iOS, Windows",‚¹999,2 MP,,,,,,
2915,,,,,,,,OCEAN I DZ09-173 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,"Android, iOS, Windows",‚¹999,2 MP,,,,,,
2916,,,,,,,,Wokit GT08-138 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,"Android, iOS, Windows","‚¹1,299",2 MP,,,,,,
2917,,,,,,,,HealthMax DZ09-18 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Brown Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2918,,,,,,,,OCEAN I DZ09-104 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,"Android, iOS, Windows",‚¹999,2 MP,,,,,,
2919,,,,,,,,Wokit DZ09-15 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2920,,,,,,,,Vellora GT08 A1 Brown Smartwatch,,"‚¹1,359",2 MP,,,,,,
2921,,,,,,,,EON GT08 Smartwatch,Android,"‚¹1,099",,,,,,100 g,
2922,,,,,,,,HealthMax DZ09-16 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Brown Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2923,,,,,,,,Eleganz GT08-7 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,"Android, iOS, Windows","‚¹1,299",2 MP,,,,,,
2924,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2925,,,,,,,,Techno Frost DZ brown Smartwatch,Android,"‚¹1,130",0.3 MP,,,,,,
2926,,,,,,,,Wellcare Smart Watch Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch Black Smartwatch,Android,"‚¹1,099",2.48 MP,,,,,73.8 g,
2927,,,,,,,,OCEAN I DZ09-29 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Brown Smartwatch,"Android, iOS, Windows",‚¹999,2 MP,,,,,,
2928,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2929,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Google Nexus 7 Silver Smartwatch,Android,"‚¹2,349",,,,,,,
2930,,,,,,,,Wokit DZ09-301 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Brown Smartwatch,"Android, iOS, Windows","‚¹1,099",2 MP,,,,,,
2931,,,,,,,,Wokit DZ09-31 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,"Android, iOS, Windows","‚¹1,099",2 MP,,,,,,
2932,,,,,,,,Wokit DZ09-9 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,"Android, iOS, Windows","‚¹1,099",2 MP,,,,,,
2933,,,,,,,,Wokit Micromax Canvas A119 XL Silver Smartwatch,"Android, iOS, Windows","‚¹2,349",,,,,,,
2934,,,,,,,,Wokit DZ09-219 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Brown Smartwatch,"Android, iOS, Windows","‚¹1,099",2 MP,,,,,,
2935,,,,,,,,Techno Frost Smart Watch GT08 Multi Smartwatch,Android 4.3,"‚¹1,370",1.9 MP,,,,,,
2936,,,,,,,,Wellcare Smart Watch Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch Black Smartwatch,Android,"‚¹1,099",2.51 MP,,,,,73.8 g,
2937,,,,,,,,Wellcare Smart Watch Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Golden Smartwatch Golden Smartwatch,Android,"‚¹1,099",2.77 MP,,,,,73.8 g,
2938,,,,,,,,Wellcare Smart Watch Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch Black Smartwatch,Android,"‚¹1,099",2.45 MP,,,,,73.8 g,
2939,,,,,,,,Wokit A1-58 Silver Smartwatch,"Android, iOS, Windows","‚¹1,299",2 MP,,,,,,
2940,,,,,,,,"888 Silver Bluetooth Smart Notification Smartwatch Memory Slot,sim Slot Smartwatch",Android,"‚¹1,048",0.3 MP,,,,,,
2941,,,,,,,,Wokit DZ09-32 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Brown Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2942,,,,,,,,Wokit DZ09-320 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Brown Smartwatch,"Android, iOS, Windows","‚¹1,099",2 MP,,,,,,
2943,,,,,,,,Eleganz ELNZ A1-153 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,"Android, iOS, Windows","‚¹1,299",2 MP,,,,,,
2944,,,,,,,,HealthMax DZ09-53 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2945,,,,,,,,HealthMax DZ09-16 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2946,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2947,,,,,,,,Noosy DZ09-26 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Brown Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2948,,,,,,,,Techno Frost DZ Brown Smartwatch,Android,"‚¹1,153",0.3 MP,,,,,,
2949,,,,,,,,Eleganz ELNZ A1-89 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,"Android, iOS, Windows","‚¹1,299",2 MP,,,,,,
2950,,,,,,,,Sportzee DZ09 Brown Smartwatch,,‚¹985,1.9 MP,,,,,75 g,
2951,,,,,,,,Techno Frost DZ brown Smartwatch,Android,"‚¹1,130",0.3 MP,,,,,,
2952,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with HTC Window Phone 8S Silver Smartwatch,Android,"‚¹2,349",,,,,,,
2953,,,,,,,,Techno Frost DZ Silver Smartwatch,Android,"‚¹1,156",0.3 MP,,,,,,
2954,,,,,,,,Wellcare Smart Watch Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch Black Smartwatch,Android,"‚¹1,099",2.1 MP,,,,,73.49 g,
2955,,,,,,,,Wellcare Smart Watch Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Golden Smartwatch Golden Smartwatch,Android,"‚¹1,099",2.68 MP,,,,,73.8 g,
2956,,,,,,,,Wokit DZ09-40 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2957,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2958,,,,,,,,CREATION4U C4U-DZ-88 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Gold Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2959,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Lava Iris X1 Atom Silver Smartwatch,Android,"‚¹2,349",,,,,,,
2960,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
2961,,,,,,,,Techwich Dz09 Smartwatch,,‚¹975,,,,,,,
2962,,,,,,,,HealthMax DZ09-52 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,Android Wear,"‚¹1,099",2 MP,,,,,,
2963,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",‚¹899,,,,,,,
